"name","chrom","chromStart","chromEnd","length","alias","description","freq.gene","freq.up","freq.syn","total"
"CNAG_03987","chr2","1336238","1339607","3369","null","elongation factor 1 alpha-like protein","0","1","0",1
"CNAG_03991","chr2","1347083","1348997","1914","null","integral membrane protein","0","1","0",1
"CNAG_03994","chr2","1353697","1355038","1341","null","leucine carboxyl methyltransferase 1","0","2","1",3
"CNAG_03997","chr2","1359050","1359775","725","null","hypothetical protein CNAG_03997","0","0","1",1
"CNAG_03998","chr2","1360135","1362029","1894","RLM1","transcriptional activator","1","1","1",3
"CNAG_04005","chr2","1376966","1379479","2513","null","cytoplasmic protein","0","0","1",1
"CNAG_04011","chr2","1394939","1395680","741","null","large subunit ribosomal protein L37a","0","1","0",1
"CNAG_04023","chr2","1423254","1425631","2377","null","hypothetical protein CNAG_04023","0","1","0",1
"CNAG_04024","chr2","1427982","1429640","1658","ITR5","sugar transporter","0","1","0",1
"CNAG_04026","chr2","1433470","1436840","3370","null","chromosome transmission fidelity protein 1","0","1","0",1
"CNAG_04028","chr2","1439809","1441317","1508","null","RNA binding protein","1","0","0",1
"CNAG_04029","chr2","1441586","1443774","2188","null","cytochrome P450","1","0","0",1
"CNAG_04032","chr2","1447920","1450587","2667","null","AFG3 family protein","0","3","0",3
"CNAG_04034","chr2","1456128","1457453","1325","null","hypothetical protein CNAG_04034","1","1","0",2
"CNAG_04035","chr2","1458188","1459831","1643","null","hypothetical protein CNAG_04035","0","2","0",2
"CNAG_04036","chr2","1461932","1464161","2229","null","hypothetical protein CNAG_04036","0","1","0",1
"CNAG_04037","chr2","1464768","1465158","390","null","hypothetical protein CNAG_04037","0","1","0",1
"CNAG_04038","chr2","1465738","1467836","2098","null","MFS quinate transporter QutD","0","1","0",1
"CNAG_04040","chr2","1473636","1477094","3458","null","AGC/RSK protein kinase","0","1","0",1
"CNAG_04041","chr2","1477635","1481103","3468","null","hypothetical protein CNAG_04041","0","1","0",1
"CNAG_04042","chr2","1481660","1482842","1182","null","hypothetical protein CNAG_04042","0","0","1",1
"CNAG_04044","chr2","1485397","1486948","1551","null","U3 small nucleolar RNA-associated protein 6","1","1","0",2
"CNAG_04047","chr2","1489438","1492448","3010","null","hypothetical protein CNAG_04047","1","0","0",1
"CNAG_04048","chr2","1492664","1494320","1656","null","53 kda brg1-associated factor b","0","1","0",1
"CNAG_04051","chr2","1498701","1503979","5278","null","ATP-dependent RNA helicase A","1","0","0",1
"CNAG_04052","chr2","1504206","1506898","2692","null","minichromosome maintenance protein 5 (cell division control protein 46)","1","0","0",1
"CNAG_04054","chr2","1508529","1509321","792","null","translation initiation factor SUI1","0","0","1",1
"CNAG_04055","chr2","1509523","1511096","1573","null","cell cycle checkpoint protein","0","0","1",1
"CNAG_04056","chr2","1511765","1513171","1406","null","hypothetical protein CNAG_04056","0","0","2",2
"CNAG_04059","chr2","1522304","1523732","1428","null","hypothetical protein CNAG_04059","0","1","0",1
"CNAG_04060","chr2","1524759","1525830","1071","null","hypothetical protein CNAG_04060","0","1","0",1
"CNAG_04065","chr2","1535509","1536230","721","null","UDP-N-acetylglucosamine transferase subunit ALG13","0","1","0",1
"CNAG_04068","chr2","1539324","1540537","1213","null","large subunit ribosomal protein L28e","0","2","0",2
"CNAG_04070","chr2","1545501","1549164","3663","null","exonuclease","0","1","1",2
"CNAG_04072","chr2","1551864","1552785","921","null","60S ribosome subunit biogenesis protein nip7","0","0","1",1
"CNAG_04073","chr2","1553822","1557873","4051","null","hypothetical protein CNAG_04073","1","2","0",3
"CNAG_04077","chr2","1566587","1566931","344","null","hypothetical protein CNAG_04077","0","2","0",2
"CNAG_04083","chr2","1578334","1581957","3623","null","dolichol kinase","1","0","0",1
"CNAG_04084","chr2","1582631","1584222","1591","null","hypothetical protein CNAG_04084","0","1","0",1
"CNAG_04085","chr2","1584721","1586410","1689","null","oxidoreductase","1","2","1",4
"CNAG_04086","chr2","1587286","1589210","1924","null","hypothetical protein CNAG_04086","1","0","0",1
"CNAG_04087","chr2","1589326","1590517","1191","null","hypothetical protein CNAG_04087","1","0","0",1
"CNAG_04092","chr2","1597881","1600252","2371","null","sugar transporter","0","1","0",1
"CNAG_04097","chr2","1611266","1612295","1029","null","glucose 1-dehydrogenase","0","1","0",1
"CNAG_04103","chr9","11549","13742","2193","null","hypothetical protein CNAG_04103","0","2","0",2
"CNAG_04108","chr9","24023","26178","2155","null","pyruvate dehydrogenase kinase","0","1","0",1
"CNAG_04109","chr9","26984","28599","1615","null","hypothetical protein CNAG_04109","0","2","0",2
"CNAG_04117","chr9","49919","52595","2676","null","hypothetical protein CNAG_04117","1","0","0",1
"CNAG_04118","chr9","53393","57012","3619","null","CMGC/CDK/CRK7 protein kinase","1","0","0",1
"CNAG_04121","chr9","68507","68902","395","null","hypothetical protein CNAG_04121","0","1","0",1
"CNAG_04130","chr9","83556","85406","1850","null","hypothetical protein CNAG_04130","0","1","0",1
"CNAG_04136","chr9","101022","102468","1446","null","methylthioribose-1-phosphate isomerase","1","1","0",2
"CNAG_04137","chr9","102604","106242","3638","null","hypothetical protein CNAG_04137","0","1","0",1
"CNAG_04140","chr9","111607","112000","393","null","hypothetical protein CNAG_04140","1","0","0",1
"CNAG_04142","chr9","114921","116957","2036","null","tartrate transporter","0","2","0",2
"CNAG_04148","chr9","131882","134549","2667","null","NEK protein kinase","1","0","0",1
"CNAG_04155","chr9","151480","152016","536","null","small nuclear ribonucleoprotein E","0","1","0",1
"CNAG_04161","chr9","164272","166628","2356","null","hypothetical protein CNAG_04161","0","2","0",2
"CNAG_04165","chr9","177374","178387","1013","null","hypothetical protein CNAG_04165","0","1","0",1
"CNAG_04167","chr9","179873","181591","1718","null","hypothetical protein CNAG_04167","0","1","0",1
"CNAG_04169","chr9","184842","185422","580","null","holo","0","1","1",2
"CNAG_04172","chr9","190879","194016","3137","null","transcription factor C subunit 6","0","1","0",1
"CNAG_04175","chr9","200310","201775","1465","null","hypothetical protein CNAG_04175","1","0","1",2
"CNAG_04179","chr9","215113","217253","2140","null","lysine-tRNA ligase","1","1","0",2
"CNAG_04180","chr9","217459","218392","933","null","large subunit ribosomal protein L15","1","0","0",1
"CNAG_04183","chr9","223117","226359","3242","null","hypothetical protein CNAG_04183","1","0","0",1
"CNAG_04186","chr9","234218","235035","817","null","hypothetical protein CNAG_04186","0","0","1",1
"CNAG_04187","chr9","235655","237615","1960","null","GPI-anchored wall transfer protein 1","2","0","0",2
"CNAG_04189","chr9","240206","242875","2669","null","succinate dehydrogenase","0","1","2",3
"CNAG_04192","chr9","251743","255810","4067","null","phosphoribosylformylglycinamidine synthase","0","1","1",2
"CNAG_04193","chr9","256388","257013","625","null","hypothetical protein CNAG_04193","0","1","0",1
"CNAG_04197","chr9","264161","268128","3967","null","CMGC/DYRK/YAK protein kinase","0","0","1",1
"CNAG_04204","chr9","285709","286208","499","null","transcription elongation factor SPT4","0","1","0",1
"CNAG_04206","chr9","289082","290029","947","null","hypothetical protein CNAG_04206","0","1","0",1
"CNAG_04207","chr9","292512","294915","2403","null","homeobox protein cut-like","1","0","0",1
"CNAG_04210","chr9","300460","302602","2142","null","MFS transporter, SP family, general alpha glucoside:H symporter","0","1","0",1
"CNAG_04211","chr9","303764","306281","2517","null","nuclear RNA export factor 1/2","0","0","1",1
"CNAG_04212","chr9","306503","307176","673","null","hypothetical protein CNAG_04212","0","2","0",2
"CNAG_04213","chr9","307694","311942","4248","null","signal transducer","0","1","0",1
"CNAG_04216","chr9","317698","318435","737","null","hypothetical protein CNAG_04216","1","0","0",1
"CNAG_04219","chr9","325054","325921","867","null","lactoylglutathione lyase","0","1","0",1
"CNAG_04221","chr9","329117","331282","2165","null","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase","0","0","1",1
"CNAG_04225","chr9","337912","339915","2003","null","hypothetical protein CNAG_04225","2","0","1",3
"CNAG_04226","chr9","340643","342933","2290","null","U4/U6.U5 tri-snRNP-associated protein 1","1","0","0",1
"CNAG_04227","chr9","343072","349137","6065","null","hypothetical protein CNAG_04227","1","3","1",5
"CNAG_04229","chr9","352155","353322","1167","null","phytanoyl-CoA dioxygenase","1","0","2",3
"CNAG_04232","chr9","359257","359852","595","null","hypothetical protein CNAG_04232","0","1","0",1
"CNAG_04234","chr9","362164","363148","984","null","hypothetical protein CNAG_04234","0","2","0",2
"CNAG_04235","chr9","363351","364042","691","null","hypothetical protein CNAG_04235","1","0","0",1
"CNAG_04238","chr9","366455","367659","1204","null","peroxisomal 2,4-dienoyl-CoA reductase","0","0","1",1
"CNAG_04241","chr9","371053","378492","7439","null","cytoplasmic protein","1","2","2",5
"CNAG_04242","chr9","378885","381129","2244","null","hypothetical protein CNAG_04242","0","1","0",1
"CNAG_04243","chr9","384843","388564","3721","CDC24","cell division control protein 24","0","2","0",2
"CNAG_04244","chr9","389287","392475","3188","null","hypothetical protein CNAG_04244","1","1","1",3
"CNAG_04245","chr9","394168","396817","2649","CHI22","chitinase","2","1","0",3
"CNAG_04246","chr9","397311","398390","1079","null","hypothetical protein CNAG_04246","2","0","1",3
"CNAG_04247","chr9","398485","402375","3890","null","hypothetical protein CNAG_04247","1","0","0",1
"CNAG_04252","chr9","405726","408471","2745","null","hypothetical protein CNAG_04252","1","0","0",1
"CNAG_04254","chr9","411118","413164","2046","null","hypothetical protein CNAG_04254","1","0","0",1
"CNAG_04258","chr9","418358","419010","652","ARF1","arf/Sar family protein","0","0","1",1
"CNAG_04262","chr9","424198","426565","2367","null","E3 ubiquitin-protein ligase NRDP1","0","0","2",2
"CNAG_04263","chr9","427114","429540","2426","null","hypothetical protein CNAG_04263","1","0","0",1
"CNAG_04264","chr9","429820","431793","1973","null","ubiquinone biosynthesis monooxygenase COQ6","0","1","0",1
"CNAG_04267","chr9","435845","437022","1177","null","mitochondrial genome maintenance protein","1","0","0",1
"CNAG_04268","chr9","437346","439920","2574","null","exodeoxyribonuclease III","1","1","0",2
"CNAG_04275","chr9","453709","455604","1895","null","metalloendopeptidase","1","0","0",1
"CNAG_04283","chr9","478289","480700","2411","null","integral membrane protein","0","4","0",4
"CNAG_04285","chr9","484823","485770","947","null","hypothetical protein CNAG_04285","0","1","0",1
"CNAG_04289","chr9","489662","492489","2827","null","hypothetical protein CNAG_04289","0","3","0",3
"CNAG_04292","chr9","495878","496990","1112","null","hypothetical protein CNAG_04292","0","8","3",11
"CNAG_04293","chr9","497681","501496","3815","VPS41","vacuolar protein sorting 41","0","0","1",1
"CNAG_04294","chr9","501650","502198","548","null","hypothetical protein CNAG_04294","0","1","0",1
"CNAG_04296","chr9","504818","505762","944","null","hypothetical protein CNAG_04296","0","1","0",1
"CNAG_04298","chr9","507561","510395","2834","null","nucleolar complex protein 3","0","1","0",1
"CNAG_04299","chr9","510690","511010","320","null","hypothetical protein CNAG_04299","1","0","0",1
"CNAG_04301","chr9","512298","514583","2285","null","hypothetical protein CNAG_04301","0","0","1",1
"CNAG_04302","chr9","514766","517103","2337","null","hypothetical protein CNAG_04302","0","0","1",1
"CNAG_04303","chr9","517443","520398","2955","null","E3 ubiquitin-protein ligase BRE1","1","0","0",1
"CNAG_04304","chr9","520833","522925","2092","null","T-complex protein 1 subunit zeta","0","1","0",1
"CNAG_04307","chr9","526410","527798","1388","URO1","urate oxidase","0","2","0",2
"CNAG_04308","chr9","528315","529896","1581","HAD1","3-hydroxyacyl-CoA dehydrogenase","0","0","1",1
"CNAG_04310","chr9","531720","533544","1824","null","hypothetical protein CNAG_04310","0","1","0",1
"CNAG_04311","chr9","533816","535626","1810","null","charged multivesicular body protein 7","0","0","1",1
"CNAG_04315","chr9","542846","545524","2678","null","hypothetical protein CNAG_04315","1","1","0",2
"CNAG_04316","chr9","546426","549571","3145","null","NAD kinase","1","1","1",3
"CNAG_04317","chr9","549916","551427","1511","null","hypothetical protein CNAG_04317","3","0","0",3
"CNAG_04318","chr9","551542","555124","3582","null","telomere length regulation protein","4","0","1",5
"CNAG_04319","chr9","555415","556035","620","null","hypothetical protein CNAG_04319","0","1","0",1
"CNAG_04320","chr9","556375","558054","1679","CPS1","polysaccharide synthase Cps1p","0","1","1",2
"CNAG_04324","chr9","567440","570158","2718","null","hypothetical protein CNAG_04324","0","1","1",2
"CNAG_04325","chr9","571124","572330","1206","null","extradiol ring-cleavage dioxygenase","0","0","1",1
"CNAG_04326","chr9","572417","574857","2440","null","malate dehydrogenase (oxaloacetate-decarboxylating)","1","0","1",2
"CNAG_04330","chr9","583135","584779","1644","null","hypothetical protein CNAG_04330","0","1","0",1
"CNAG_04333","chr9","591905","594210","2305","null","hypothetical protein CNAG_04333","0","1","0",1
"CNAG_04335","chr9","596225","603495","7270","null","phosphatidylinositol 4-kinase","1","0","0",1
"CNAG_04339","chr9","609400","612004","2604","null","exocyst complex component EXO84","0","1","0",1
"CNAG_04341","chr9","615438","619038","3600","null","recyclin-1","2","0","0",2
"CNAG_04345","chr9","628080","631545","3465","null","specific RNA polymerase II transcription factor","1","1","0",2
"CNAG_04348","chr9","636854","638194","1340","null","chaperone","0","1","0",1
"CNAG_04353","chr9","648889","651230","2341","null","hypothetical protein CNAG_04353","0","0","2",2
"CNAG_04357","chr9","658614","659422","808","null","hypothetical protein CNAG_04357","0","1","0",1
"CNAG_04358","chr9","659598","662062","2464","ATM1","iron-sulfur clusters transporter ATM1, mitochondrial","0","1","0",1
"CNAG_04359","chr9","662580","666258","3678","null","hypothetical protein CNAG_04359","0","1","0",1
"CNAG_04362","chr9","672766","674969","2203","null","ATP-dependent RNA helicase DBP5","1","0","0",1
"CNAG_04377","chr9","713030","717298","4268","null","vacuolar protein","1","3","0",4
"CNAG_04380","chr9","719689","722166","2477","null","peptidase","0","1","3",4
"CNAG_04383","chr9","726739","727704","965","null","acetyltransferase","1","0","0",1
"CNAG_04384","chr9","727941","728807","866","null","peptidyl-tRNA hydrolase","0","1","0",1
"CNAG_04395","chr9","752754","754334","1580","null","protein BFR2","1","0","0",1
"CNAG_04401","chr9","762970","764125","1155","null","alpha-soluble NSF attachment protein","0","0","1",1
"CNAG_04402","chr9","764356","765308","952","null","splicing factor U2AF 35 kDa subunit","0","1","0",1
"CNAG_04403","chr9","765460","767204","1744","null","CCCH zinc finger protein","0","1","0",1
"CNAG_04410","chr9","780379","782401","2022","null","endoplasmic reticulum protein","0","0","1",1
"CNAG_04411","chr9","782550","784208","1658","null","hypothetical protein CNAG_04411","1","1","1",3
"CNAG_04413","chr9","787063","788542","1479","null","hypothetical protein CNAG_04413","1","0","0",1
"CNAG_04416","chr9","795368","797389","2021","null","major facilitator superfamily transporter","0","0","1",1
"CNAG_04433","chr9","854944","860523","5579","null","CMGC/DYRK/DYRK2 protein kinase","1","0","1",2
"CNAG_04434","chr9","860926","864228","3302","null","hypothetical protein CNAG_04434","0","0","1",1
"CNAG_04439","chr9","873060","875153","2093","null","V-type proton ATPase subunit B","0","1","0",1
"CNAG_04441","chr9","876626","878793","2167","null","polyadenylate-binding protein, cytoplasmic and nuclear","0","1","0",1
"CNAG_04443","chr9","880908","882153","1245","null","hypothetical protein CNAG_04443","1","2","0",3
"CNAG_04446","chr9","887452","888610","1158","null","hypothetical protein CNAG_04446","0","0","2",2
"CNAG_04451","chr9","901435","904412","2977","null","ribonuclease P/MRP protein subunit POP1","0","0","2",2
"CNAG_04453","chr9","905446","906895","1449","IPC1","inositolphosphorylceramide synthase","1","0","0",1
"CNAG_04454","chr9","907132","908194","1062","null","hypothetical protein CNAG_04454","1","1","0",2
"CNAG_04457","chr9","914368","915684","1316","null","hypothetical protein CNAG_04457","0","1","0",1
"CNAG_04460","chr9","921083","922873","1790","null","RNA polymerase II transcription factor","0","1","0",1
"CNAG_04461","chr9","923265","929403","6138","HFM1","ATP-dependent DNA helicase HFM1/MER3","1","0","0",1
"CNAG_04462","chr9","929511","931529","2018","null","F-box protein 9","0","1","1",2
"CNAG_04463","chr9","931725","932521","796","null","hypothetical protein CNAG_04463","1","0","0",1
"CNAG_04466","chr9","936397","938746","2349","null","hypothetical protein CNAG_04466","0","1","0",1
"CNAG_04467","chr9","939356","941311","1955","null","succinate-semialdehyde dehydrogenase (NADP)","0","2","0",2
"CNAG_04468","chr9","941767","943259","1492","null","tartrate dehydrogenase","0","0","1",1
"CNAG_04469","chr9","943620","945383","1763","null","4-aminobutyrate transaminase","0","2","1",3
"CNAG_04470","chr9","946041","946952","911","null","haloacid dehalogenase, type II","0","1","0",1
"CNAG_04471","chr9","947441","949222","1781","null","FAD dependent oxidoreductase","0","1","0",1
"CNAG_04472","chr9","949899","951689","1790","null","membrane protein","1","0","0",1
"CNAG_04475","chr9","959137","960190","1053","null","hypothetical protein CNAG_04475","1","1","0",2
"CNAG_04476","chr9","960381","963440","3059","null","hypothetical protein CNAG_04476","2","0","2",4
"CNAG_04478","chr9","968037","971128","3091","null","hypothetical protein CNAG_04478","2","1","2",5
"CNAG_04479","chr9","971585","973214","1629","null","hypothetical protein CNAG_04479","0","0","1",1
"CNAG_04484","chr9","983144","986823","3679","null","hypothetical protein CNAG_04484","1","0","0",1
"CNAG_04485","chr9","987131","989549","2418","null","long-chain acyl-CoA synthetase","0","0","1",1
"CNAG_04486","chr9","990661","991544","883","null","hypothetical protein CNAG_04486","0","1","0",1
"CNAG_04492","chr9","1000069","1002725","2656","null","hypothetical protein CNAG_04492","1","0","1",2
"CNAG_04493","chr9","1003331","1006922","3591","null","ubiquitin carboxyl-terminal hydrolase 48","2","5","0",7
"CNAG_04495","chr9","1009095","1009868","773","null","hypothetical protein CNAG_04495","1","3","0",4
"CNAG_04496","chr9","1010368","1014044","3676","null","rab GTPase activator","1","1","3",5
"CNAG_04497","chr9","1014541","1015683","1142","null","hypothetical protein CNAG_04497","0","1","0",1
"CNAG_04498","chr9","1015954","1019570","3616","null","alpha-1,2-mannosidase","0","0","1",1
"CNAG_04499","chr9","1020456","1021550","1094","null","clathrin light chain","1","0","0",1
"CNAG_04500","chr9","1021773","1024046","2273","null","hypothetical protein CNAG_04500","1","0","0",1
"CNAG_04501","chr9","1024146","1026500","2354","TRP1","anthranilate synthase/indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase","1","0","0",1
"CNAG_04502","chr9","1027279","1030718","3439","null","hypothetical protein CNAG_04502","0","2","0",2
"CNAG_04504","chr9","1032945","1034521","1576","null","hypothetical protein CNAG_04504","0","0","1",1
"CNAG_04505","chr9","1036332","1037938","1606","GPA1","guanine nucleotide-binding protein subunit alpha","0","3","0",3
"CNAG_04506","chr9","1041920","1043142","1222","null","hypothetical protein CNAG_04506","1","0","0",1
"CNAG_04507","chr9","1043724","1044981","1257","null","hypothetical protein CNAG_04507","0","1","0",1
"CNAG_04508","chr9","1046488","1047414","926","null","hypothetical protein CNAG_04508","0","1","0",1
"CNAG_04509","chr9","1048030","1049278","1248","null","hypothetical protein CNAG_04509","1","0","1",2
"CNAG_04513","chr9","1054403","1058448","4045","null","DNA-directed RNA polymerase III subunit RPC2","0","1","0",1
"CNAG_04514","chr9","1058771","1060580","1809","MPK1","CMGC/MAPK protein kinase","2","0","0",2
"CNAG_04518","chr9","1067183","1069760","2577","null","hypothetical protein CNAG_04518","0","1","0",1
"CNAG_04520","chr9","1072301","1074293","1992","null","D-aminoacylase","0","1","0",1
"CNAG_04521","chr9","1076601","1078434","1833","null","oxidoreductase","0","1","1",2
"CNAG_04522","chr9","1079853","1081435","1582","null","hypothetical protein CNAG_04522","0","1","1",2
"CNAG_04524","chr9","1084902","1088197","3295","null","zinc metalloprotease","1","0","0",1
"CNAG_04526","chr9","1091869","1093518","1649","null","hypothetical protein CNAG_04526","3","0","0",3
"CNAG_04527","chr9","1093802","1095055","1253","null","hypothetical protein CNAG_04527","0","2","0",2
"CNAG_04528","chr9","1095325","1098629","3304","null","hypothetical protein CNAG_04528","8","0","4",12
"CNAG_04529","chr9","1099033","1099619","586","null","cytochrome c oxidase-assembly factor COX16","0","1","0",1
"CNAG_04530","chr9","1099830","1101257","1427","null","DNA-binding protein","0","1","0",1
"CNAG_04531","chr9","1101680","1102697","1017","null","enoyl-CoA hydratase","0","1","0",1
"CNAG_04534","chr9","1106819","1110016","3197","null","hypothetical protein CNAG_04534","1","0","0",1
"CNAG_04535","chr9","1110498","1111916","1418","null","tartrate dehydrogenase","0","1","0",1
"CNAG_04536","chr9","1112968","1115229","2261","null","nicotinamide mononucleotide permease","0","2","0",2
"CNAG_04537","chr9","1115470","1117090","1620","null","hypothetical protein CNAG_04537","1","1","1",3
"CNAG_04538","chr9","1117620","1120096","2476","null","ubiquitin-like modifier-activating enzyme ATG7","0","0","1",1
"CNAG_04541","chr9","1123822","1125901","2079","null","cleavage stimulation factor subunit 2","0","1","1",2
"CNAG_04552","chr10","1048840","1050864","2024","ITR1A","hypothetical protein CNAG_04552","0","1","0",1
"CNAG_04558","chr10","1039133","1039490","357","null","hypothetical protein CNAG_04558","1","0","0",1
"CNAG_04561","chr10","1029797","1032095","2298","null","monooxygenase","0","1","0",1
"CNAG_04579","chr10","979775","982878","3103","null","alpha-1,2-mannosyltransferase","1","0","0",1
"CNAG_04582","chr10","973824","975180","1356","null","hypothetical protein CNAG_04582","0","1","0",1
"CNAG_04583","chr10","967957","971353","3396","null","hypothetical protein CNAG_04583","1","0","0",1
"CNAG_04586","chr10","958575","961194","2619","null","LIM-homeobox protein","0","1","0",1
"CNAG_04587","chr10","951356","954729","3373","null","hypothetical protein CNAG_04587","0","2","0",2
"CNAG_04589","chr10","946527","947945","1418","null","hypothetical protein CNAG_04589","0","1","1",2
"CNAG_04592","chr10","941326","941781","455","null","hypothetical protein CNAG_04592","0","1","0",1
"CNAG_04597","chr10","929456","931386","1930","null","hypothetical protein CNAG_04597","2","1","0",3
"CNAG_04598","chr10","927451","928644","1193","null","hypothetical protein CNAG_04598","2","0","0",2
"CNAG_04599","chr10","923603","926905","3302","null","3-methyl-2-oxobutanoate hydroxymethyltransferase","0","1","0",1
"CNAG_04600","chr10","919119","923443","4324","null","DNA topoisomerase III","0","0","2",2
"CNAG_04604","chr10","908379","910683","2304","null","tryptophan-tRNA ligase","0","1","0",1
"CNAG_04608","chr10","900946","902179","1233","null","signal peptidase I","0","1","0",1
"CNAG_04614","chr10","881594","882971","1377","null","hypothetical protein CNAG_04614","0","1","0",1
"CNAG_04615","chr10","877803","881405","3602","null","L-aminoadipate-semialdehyde dehydrogenase","1","0","0",1
"CNAG_04616","chr10","874357","876688","2331","null","hypothetical protein CNAG_04616","0","1","0",1
"CNAG_04617","chr10","869228","872114","2886","null","OPT family small oligopeptide transporter","1","1","0",2
"CNAG_04619","chr10","861556","864446","2890","null","prolyl oligopeptidase","1","0","0",1
"CNAG_04621","chr10","855966","858653","2687","null","glycogen(starch) synthase","0","2","0",2
"CNAG_04623","chr10","851056","851958","902","null","hypothetical protein CNAG_04623","0","1","0",1
"CNAG_04626","chr10","843599","847962","4363","null","hypothetical protein CNAG_04626","1","0","0",1
"CNAG_04629","chr10","836568","838736","2168","null","Mob1 family protein","1","0","0",1
"CNAG_04630","chr10","833236","835428","2192","null","hypothetical protein CNAG_04630","0","1","1",2
"CNAG_04632","chr10","827628","829682","2054","null","uracil permease","0","1","1",2
"CNAG_04633","chr10","824680","825487","807","null","hypothetical protein CNAG_04633","0","3","0",3
"CNAG_04639","chr10","803664","806762","3098","null","hypothetical protein CNAG_04639","2","0","0",2
"CNAG_04640","chr10","797817","801668","3851","ACL1","ATP-citrate synthase subunit 1","0","0","1",1
"CNAG_04641","chr10","793533","797215","3682","null","general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)","1","0","0",1
"CNAG_04647","chr10","784611","786265","1654","null","glutathione synthetase","0","1","0",1
"CNAG_04648","chr10","779205","784211","5006","null","sister chromatid cohesion protein PDS5","1","0","0",1
"CNAG_04653","chr10","770424","771411","987","null","hypothetical protein CNAG_04653","0","1","0",1
"CNAG_04654","chr10","768783","770007","1224","null","UNC-50 family protein","0","0","1",1
"CNAG_04655","chr10","765366","768051","2685","null","rab family protein","0","1","0",1
"CNAG_04657","chr10","760039","760866","827","null","short-chain dehydrogenase","0","1","0",1
"CNAG_04659","chr10","754538","756872","2334","null","pyruvate decarboxylase","0","0","1",1
"CNAG_04662","chr10","740538","744490","3952","CTF4","chromosome transmission fidelity protein 4","1","0","0",1
"CNAG_04669","chr10","731108","732408","1300","null","mitochondrial matrix protein import protein","0","1","0",1
"CNAG_04674","chr10","722107","724319","2212","ADA3","transcriptional adapter 3","0","1","0",1
"CNAG_04675","chr10","721021","721725","704","null","hypothetical protein CNAG_04675","1","0","0",1
"CNAG_04680","chr10","710137","710957","820","null","hypothetical protein CNAG_04680","0","1","0",1
"CNAG_04681","chr10","708117","709999","1882","null","hypothetical protein CNAG_04681","2","0","0",2
"CNAG_04682","chr10","706085","706948","863","null","DNA replication complex GINS protein PSF3","1","0","0",1
"CNAG_04687","chr10","694379","696319","1940","null","stearoyl-CoA desaturase (delta-9 desaturase)","0","1","0",1
"CNAG_04689","chr10","690191","691190","999","null","hypothetical protein CNAG_04689","0","1","0",1
"CNAG_04691","chr10","687001","688455","1454","null","hypothetical protein CNAG_04691","1","0","0",1
"CNAG_04693","chr10","679939","682745","2806","SIN1","hypothetical protein CNAG_04693","1","1","0",2
"CNAG_04694","chr10","677619","679538","1919","null","periodic tryptophan protein 1","0","1","0",1
"CNAG_04696","chr10","670947","673391","2444","null","DNA clamp loader","0","2","1",3
"CNAG_04697","chr10","665841","669654","3813","null","zinc finger protein","1","0","0",1
"CNAG_04698","chr10","664839","665541","702","null","cytoplasmic protein","1","0","0",1
"CNAG_04699","chr10","662694","664758","2064","null","microfibrillar-associated protein 1","0","0","1",1
"CNAG_04700","chr10","660049","662457","2408","null","hypothetical protein CNAG_04700","1","0","0",1
"CNAG_04702","chr10","653344","659424","6080","null","hypothetical protein CNAG_04702","0","1","1",2
"CNAG_04703","chr10","650327","653039","2712","null","DNA clamp loader","1","1","0",2
"CNAG_04705","chr10","642670","645481","2811","null","hypothetical protein CNAG_04705","1","0","0",1
"CNAG_04710","chr10","616795","618780","1985","null","hypothetical protein CNAG_04710","1","0","0",1
"CNAG_04711","chr10","614660","616410","1750","null","hypothetical protein CNAG_04711","1","0","0",1
"CNAG_04712","chr10","612468","614011","1543","null","solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10","0","0","1",1
"CNAG_04716","chr10","603483","604968","1485","null","KH domain-containing protein","0","0","1",1
"CNAG_04717","chr10","601030","602980","1950","null","hypothetical protein CNAG_04717","0","1","0",1
"CNAG_04718","chr10","598625","599545","920","null","hypothetical protein CNAG_04718","0","1","0",1
"CNAG_04720","chr10","591034","595059","4025","null","GTPase activating protein","1","0","0",1
"CNAG_04721","chr10","588593","590503","1910","null","hypothetical protein CNAG_04721","0","1","0",1
"CNAG_04723","chr10","579160","581019","1859","null","hypothetical protein CNAG_04723","1","0","0",1
"CNAG_04724","chr10","574783","578931","4148","null","ubiquitin-protein ligase E3 C","0","0","2",2
"CNAG_04725","chr10","571117","574160","3043","null","hypothetical protein CNAG_04725","0","1","0",1
"CNAG_04729","chr10","562690","565642","2952","null","ATP-dependent RNA helicase DBP7","0","2","0",2
"CNAG_04730","chr10","558260","561329","3069","GPR4","hypothetical protein CNAG_04730","1","0","1",2
"CNAG_04733","chr10","549226","553811","4585","null","DNA repair protein RAD5","1","0","0",1
"CNAG_04740","chr10","529498","532968","3470","null","hypothetical protein CNAG_04740","0","0","1",1
"CNAG_04741","chr10","526624","528771","2147","null","endosome protein","1","0","1",2
"CNAG_04742","chr10","523993","525699","1706","null","DNA primase large subunit","0","0","2",2
"CNAG_04746","chr10","515150","517166","2016","null","hypothetical protein CNAG_04746","1","0","0",1
