"","chrom","chromStart","chromEnd","Strand","name","length","description","alias"
"5325","chr10",462521,463033,"-","CNAG_04766",170,"hypothetical protein CNAG_04766","null"
"5324","chr10",460758,462091,"-","CNAG_04767",389,"hypothetical protein CNAG_04767","null"
"5323","chr10",456840,460617,"+","CNAG_04768",960,"hypothetical protein CNAG_04768","null"
"5322","chr10",453438,456120,"+","CNAG_04769",857,"hypothetical protein CNAG_04769","null"
"5321","chr10",451460,452771,"+","CNAG_04770",328,"nucleolar essential protein 1","null"
"5320","chr10",449891,451145,"+","CNAG_04771",203,"rab family protein","null"
"5319","chr10",446847,449093,"-","CNAG_04772",505,"hypothetical protein CNAG_04772","null"
"5318","chr10",443623,445518,"-","CNAG_04773",457,"hypothetical protein CNAG_04773","null"
"5317","chr10",437190,441379,"-","CNAG_04774",1121,"nuclear protein","null"
"5316","chr10",435988,436837,"+","CNAG_04775",240,"hypothetical protein CNAG_04775","null"
"5315","chr10",434524,435825,"-","CNAG_04776",375,"homoserine dehydrogenase","null"
"5314","chr10",432736,434274,"+","CNAG_04777",386,"S-adenosylmethionine-dependent methyltransferase","null"
"5309","chr10",421704,423119,"+","CNAG_04781",471,"hypothetical protein CNAG_04781","null"
"5308","chr10",417303,420112,"-","CNAG_04782",724,"hypothetical protein CNAG_04782","null"
"5307","chr10",414460,416704,"-","CNAG_04783",515,"monosaccharide transporter","null"
"5306","chr10",409609,411799,"-","CNAG_04784",512,"monosaccharide transporter","null"
"5305","chr10",408849,409341,"+","CNAG_04785",106,"hypothetical protein CNAG_04785","null"
"5304","chr10",404760,408406,"+","CNAG_04786",1165,"hypothetical protein CNAG_04786","null"
"5303","chr10",403165,404354,"-","CNAG_04787",280,"membrane protein","null"
"5302","chr10",395558,402522,"-","CNAG_04788",2247,"hypothetical protein CNAG_04788","null"
"5301","chr10",394335,395349,"+","CNAG_04789",286,"hypothetical protein CNAG_04789","null"
"5300","chr10",392661,393768,"-","CNAG_04790",336,"hypothetical protein CNAG_04790","null"
"5299","chr10",391294,392531,"+","CNAG_04791",396,"hypothetical protein CNAG_04791","null"
"5298","chr10",386191,390481,"+","CNAG_04792",1264,"phosphatidylserine decarboxylase","null"
"5297","chr10",385271,385775,"+","CNAG_04793",145,"hypothetical protein CNAG_04793","null"
"5296","chr10",381415,383533,"-","CNAG_04794",528,"spermine transporter","null"
"5295","chr10",379404,380925,"-","CNAG_04795",433,"adenine nucleotide transporter","null"
"5294","chr10",376381,379013,"+","CNAG_04796",639,"serine/threonine-protein phosphatase 2B catalytic subunit A1","CNA1"
"5293","chr10",374869,376041,"-","CNAG_04797",355,"signal recognition particle subunit SRP19","null"
"5292","chr10",373076,374064,"+","CNAG_04798",291,"regulatory protein cys-3","null"
"5291","chr10",370592,371340,"-","CNAG_04799",139,"large subunit ribosomal protein L14e","null"
"5290","chr10",367437,369569,"-","CNAG_04800",510,"phenylalanine-tRNA ligase, alpha subunit","null"
"5289","chr10",364203,366424,"-","CNAG_04801",517,"hypothetical protein CNAG_04801","null"
"5288","chr10",362236,364077,"+","CNAG_04802",546,"ribosomal RNA-processing protein 9","null"
"5287","chr10",357069,361792,"-","CNAG_04803",1442,"protein transporter SEC31","null"
"5286","chr10",352256,355441,"+","CNAG_04804",1026,"hypothetical protein CNAG_04804","SRE1"
"5285","chr10",349871,351948,"+","CNAG_04805",491,"peptidyl-prolyl isomerase CWC27","null"
"5284","chr10",348120,349600,"-","CNAG_04806",386,"golgi phosphoprotein 3","null"
"5283","chr10",344828,346024,"+","CNAG_04807",380,"hypothetical protein CNAG_04807","null"
"5282","chr10",339372,342048,"+","CNAG_04808",768,"XPG N-terminal domain-containing protein","null"
"5281","chr10",337247,338850,"+","CNAG_04809",371,"COP9 signalosome complex subunit 5","null"
"5280","chr10",336658,336990,"-","CNAG_04810",89,"hypothetical protein CNAG_04810","null"
"5277","chr10",329717,330845,"-","CNAG_04813",227,"V-type ATPase, C subunit","null"
"5276","chr10",329258,329685,"+","CNAG_04814",98,"hypothetical protein CNAG_04814","null"
"5275","chr10",322938,328931,"-","CNAG_04815",1786,"cytokinesis protein","BNI1"
"5273","chr10",319279,320069,"-","CNAG_04816",159,"hypothetical protein CNAG_04816","null"
"5272","chr10",318017,318723,"+","CNAG_04817",161,"hypothetical protein CNAG_04817","null"
"5271","chr10",315881,317622,"+","CNAG_04818",453,"hypothetical protein CNAG_04818","null"
"5270","chr10",313549,315579,"-","CNAG_04819",642,"hypothetical protein CNAG_04819","null"
"5269","chr10",312684,313388,"-","CNAG_04820",170,"hypothetical protein CNAG_04820","null"
"5268","chr10",309504,312065,"+","CNAG_04821",681,"PAB-dependent poly(A)-specific ribonuclease subunit PAN3","null"
"5267","chr10",307949,309341,"+","CNAG_04822",348,"deoxyhypusine synthase","null"
"5266","chr10",306229,307677,"-","CNAG_04823",179,"peptidyl-prolyl cis-trans isomerase H","null"
"5265","chr10",303687,306024,"+","CNAG_04824",679,"mitotic spindle assembly checkpoint protein MAD1","null"
"5264","chr10",302059,303476,"-","CNAG_04825",375,"hypothetical protein CNAG_04825","null"
"5263","chr10",300613,301968,"+","CNAG_04826",381,"homocysteine S-methyltransferase","null"
"5262","chr10",299701,300311,"-","CNAG_04827",161,"hypothetical protein CNAG_04827","null"
"5261","chr10",298500,299450,"+","CNAG_04828",138,"histone H3","null"
"5260","chr10",295593,296757,"-","CNAG_04829",328,"hypothetical protein CNAG_04829","null"
"5259","chr10",295158,295458,"+","CNAG_04830",56,"large subunit ribosomal protein L33","null"
"5258","chr10",292802,294597,"-","CNAG_04831",563,"hypothetical protein CNAG_04831","null"
"5257","chr10",288125,291801,"+","CNAG_04832",1152,"RalA-binding protein 1","null"
"5256","chr10",285004,287132,"-","CNAG_04833",593,"hypothetical protein CNAG_04833","null"
"5255","chr10",282587,284307,"+","CNAG_04834",511,"MFS transporter","null"
"5254","chr10",280893,281993,"-","CNAG_04835",328,"dihydrodipicolinate synthase","null"
"5253","chr10",276708,279401,"+","CNAG_04836",897,"nuclear protein","null"
"5252","chr10",272604,274410,"-","CNAG_04837",551,"hypothetical protein CNAG_04837","MLN1"
"5251","chr10",268918,271617,"-","CNAG_04838",777,"hypothetical protein CNAG_04838","null"
"5250","chr10",267690,268764,"+","CNAG_04839",268,"exosome complex component MTR3, animal type","null"
"5249","chr10",265689,266976,"-","CNAG_04840",205,"small nuclear ribonucleoprotein B and B\'","null"
"5248","chr10",261229,264729,"-","CNAG_04841",928,"transcriptional regulatory protein","null"
"5247","chr10",257423,259285,"-","CNAG_04842",571,"hypothetical protein CNAG_04842","null"
"5246","chr10",254647,256938,"-","CNAG_04843",702,"Atypical/ABC1/ABC1-B protein kinase","null"
"5245","chr10",253638,254234,"+","CNAG_04844",149,"mitochondrial import receptor subunit tom22","null"
"5244","chr10",252348,253431,"-","CNAG_04845",304,"mannose-P-dolichol utilization defect 1","null"
"5243","chr10",249818,252136,"+","CNAG_04846",530,"membrane protein","null"
"5242","chr10",247100,248896,"+","CNAG_04847",553,"hypothetical protein CNAG_04847","null"
"5241","chr10",245219,246678,"+","CNAG_04848",277,"mRNA binding protein","null"
"5240","chr10",243107,244852,"-","CNAG_04849",442,"vacuolar protein","null"
"5239","chr10",240110,242609,"-","CNAG_04850",599,"hypothetical protein CNAG_04850","null"
"5238","chr10",236158,239519,"-","CNAG_04851",810,"transitional endoplasmic reticulum ATPase","null"
"5237","chr10",234892,235989,"+","CNAG_04852",248,"7,8-dihydro-8-oxoguanine triphosphatase","null"
"5236","chr10",233033,234371,"-","CNAG_04853",263,"derlin-2/3","null"
"5235","chr10",232071,232567,"+","CNAG_04854",135,"hypothetical protein CNAG_04854","null"
"5234","chr10",230617,232213,"-","CNAG_04855",463,"hypothetical protein CNAG_04855","null"
"5233","chr10",197373,199130,"-","CNAG_04857",534,"hypothetical protein CNAG_04857","null"
"5232","chr10",196541,197094,"+","CNAG_04858",123,"hypothetical protein CNAG_04858","null"
"5231","chr10",194653,195920,"-","CNAG_04859",206,"rho family protein","null"
"5230","chr10",191111,194170,"-","CNAG_04860",864,"hypothetical protein CNAG_04860","XPT1"
"5229","chr10",189220,190731,"+","CNAG_04861",399,"transglycosylase SLT domain-containing protein","null"
"5228","chr10",181272,188080,"+","CNAG_04862",2135,"glutamate synthase (NADPH/NADH)","null"
"5227","chr10",178057,179186,"+","CNAG_04863",206,"ESCRT-II complex subunit VPS25","VPS25"
"5226","chr10",174023,177609,"+","CNAG_04864",952,"iron regulator 1","CIR1"
"5225","chr10",167056,169308,"+","CNAG_04865",693,"mannitol dehydrogenase","null"
"5224","chr10",163650,166031,"-","CNAG_04866",596,"NAD-dependent histone deacetylase SIR2","null"
"5223","chr10",161167,163144,"+","CNAG_04867",572,"vacuolar protein","null"
"5222","chr10",158213,160773,"+","CNAG_04868",733,"cytoplasmic protein","null"
"5221","chr10",154331,157112,"-","CNAG_04869",637,"carboxylesterase","PNB1"
"5220","chr10",150964,153778,"+","CNAG_04870",860,"hypothetical protein CNAG_04870","null"
"5219","chr10",149234,150052,"+","CNAG_04871",183,"hypothetical protein CNAG_04871","null"
"5218","chr10",147333,148843,"-","CNAG_04872",339,"mitochondrial protein","null"
"5217","chr10",145289,146998,"+","CNAG_04873",501,"hypothetical protein CNAG_04873","null"
"5216","chr10",141306,142859,"+","CNAG_04874",381,"hypothetical protein CNAG_04874","null"
"5215","chr10",137557,140485,"-","CNAG_04875",960,"hypothetical protein CNAG_04875","null"
"5214","chr10",135533,137111,"+","CNAG_04876",387,"endo-1,3(4)-beta-glucanase","null"
"5213","chr10",132441,133310,"-","CNAG_04877",289,"hypothetical protein CNAG_04877","null"
"5212","chr10",129029,131157,"-","CNAG_04878",607,"hypothetical protein CNAG_04878","null"
"5211","chr10",122775,128453,"+","CNAG_04879",1593,"glycogen debranching enzyme","null"
"5210","chr10",120847,121689,"+","CNAG_04880",280,"hypothetical protein CNAG_04880","null"
"5209","chr10",118246,119925,"+","CNAG_04882",452,"hypothetical protein CNAG_04882","null"
"5208","chr10",115024,115762,"+","CNAG_04883",155,"small subunit ribosomal protein S18","null"
"5207","chr10",113852,114668,"-","CNAG_04884",106,"large subunit ribosomal protein L44","null"
"5205","chr10",109632,110845,"-","CNAG_04885",170,"hypothetical protein CNAG_04885","null"
"5204","chr10",108075,109019,"-","CNAG_04886",314,"hypothetical protein CNAG_04886","null"
"5203","chr10",106392,108066,"+","CNAG_04887",456,"hypothetical protein CNAG_04887","null"
"5202","chr10",104754,105977,"-","CNAG_04888",407,"hypothetical protein CNAG_04888","null"
"5201","chr10",102315,103340,"+","CNAG_04889",319,"hypothetical protein CNAG_04889","null"
"5200","chr10",100361,102055,"+","CNAG_04890",469,"hypothetical protein CNAG_04890","null"
"5199","chr10",98704,99440,"+","CNAG_04891",204,"hypothetical protein CNAG_04891","null"
"5198","chr10",96313,97320,"-","CNAG_04892",335,"hypothetical protein CNAG_04892","null"
"5197","chr10",94639,95787,"+","CNAG_04893",382,"hypothetical protein CNAG_04893","null"
"5196","chr10",93831,94256,"-","CNAG_04894",141,"hypothetical protein CNAG_04894","null"
"5195","chr10",88824,92541,"-","CNAG_04895",1059,"nuclear protein","null"
"5194","chr10",86945,88574,"+","CNAG_04896",478,"tyrosine-tRNA ligase","null"
"5193","chr10",85044,86320,"+","CNAG_04897",408,"hypothetical protein CNAG_04897","null"
"5192","chr10",82310,83827,"-","CNAG_04898",412,"MFS transporter","null"
"5190","chr10",79360,80687,"+","CNAG_04899",368,"cytoplasmic protein","null"
"5189","chr10",77602,79156,"-","CNAG_04900",440,"WD40 repeat protein Ciao1","null"
"5188","chr10",76816,77526,"+","CNAG_04901",236,"hypothetical protein CNAG_04901","null"
"5187","chr10",72784,75797,"-","CNAG_04902",903,"SEL1 protein","null"
"5186","chr10",71891,72492,"+","CNAG_04903",177,"hypothetical protein CNAG_04903","null"
"5185","chr10",65137,70846,"+","CNAG_04904",1684,"clathrin heavy chain","null"
"5183","chr10",61471,63440,"+","CNAG_04905",613,"tRNA (uracil-5-)-methyltransferase","null"
"5182","chr10",59522,61222,"-","CNAG_04906",405,"26S protease regulatory subunit 10B","null"
"5181","chr10",57169,59307,"+","CNAG_04907",712,"hypothetical protein CNAG_04907","null"
"5180","chr10",54205,55718,"+","CNAG_04908",453,"hypothetical protein CNAG_04908","null"
"5179","chr10",49548,51283,"-","CNAG_04909",491,"serine carboxypeptidase-like 33","null"
"5176","chr10",43940,46247,"-","CNAG_04911",550,"hypothetical protein CNAG_04911","null"
"5175","chr10",42621,42929,"-","CNAG_04912",82,"hypothetical protein CNAG_04912","null"
"5174","chr10",40561,41933,"+","CNAG_04913",359,"syntaxin 5","null"
"5173","chr10",39847,40355,"-","CNAG_04914",78,"small nuclear ribonucleoprotein G","null"
"5172","chr10",37526,37916,"-","CNAG_04915",111,"hypothetical protein CNAG_04915","null"
"5171","chr10",33922,36215,"-","CNAG_04916",688,"hypothetical protein CNAG_04916","null"
"5168","chr10",26442,27916,"+","CNAG_04919",413,"hypothetical protein CNAG_04919","null"
"5167","chr10",22495,24672,"+","CNAG_04920",550,"galactose transporter","null"
"5166","chr10",19344,20694,"-","CNAG_04921",325,"hypothetical protein CNAG_04921","null"
"5165","chr10",17709,18146,"-","CNAG_04922",145,"hypothetical protein CNAG_04922","null"
"5163","chr10",10291,13046,"-","CNAG_04925",771,"nuclear protein","null"
"5162","chr10",8637,10163,"+","CNAG_04926",307,"hypothetical protein CNAG_04926","null"
"5161","chr10",7258,8202,"-","CNAG_04927",237,"hypothetical protein CNAG_04927","null"
"5159","chr10",1908,3411,"-","CNAG_04931",428,"hypothetical protein CNAG_04931","HXS2"
"2079","chr4",10120,12222,"+","CNAG_04932",659,"hypothetical protein CNAG_04932","null"
"2080","chr4",13551,14865,"-","CNAG_04933",355,"hypothetical protein CNAG_04933","null"
"2081","chr4",15700,16766,"-","CNAG_04934",288,"hypothetical protein CNAG_04934","null"
"2082","chr4",17510,18922,"+","CNAG_04935",359,"hypothetical protein CNAG_04935","null"
"2083","chr4",19319,22445,"-","CNAG_04936",879,"condensin complex subunit 2","null"
"2084","chr4",22651,24155,"+","CNAG_04937",443,"peroxin-12","null"
"2085","chr4",24674,26176,"-","CNAG_04938",388,"hypothetical protein CNAG_04938","null"
"2086","chr4",26826,29096,"+","CNAG_04939",682,"hypothetical protein CNAG_04939","null"
"2090","chr4",40735,43906,"-","CNAG_04943",968,"CBS domain-containing protein","null"
"2091","chr4",46200,47727,"-","CNAG_04944",422,"hypothetical protein CNAG_04944","null"
"2092","chr4",49322,50005,"+","CNAG_04945",173,"hypothetical protein CNAG_04945","null"
"2093","chr4",50213,52234,"-","CNAG_04946",504,"hypothetical protein CNAG_04946","null"
"2094","chr4",53252,55084,"+","CNAG_04947",496,"high-affinity nicotinic acid transporter","null"
"2095","chr4",55485,57780,"+","CNAG_04948",458,"tubulin beta","TUB2"
"2096","chr4",58197,59901,"-","CNAG_04949",487,"hypothetical protein CNAG_04949","null"
"2097","chr4",60684,61470,"+","CNAG_04950",163,"hypothetical protein CNAG_04950","null"
"2098","chr4",61878,63276,"-","CNAG_04951",376,"3-deoxy-7-phosphoheptulonate synthase","null"
"2099","chr4",63998,64982,"+","CNAG_04952",182,"ADP-ribosylation factor 6","null"
"2100","chr4",67011,68082,"+","CNAG_04953",198,"hypothetical protein CNAG_04953","null"
"2101","chr4",68685,72813,"+","CNAG_04954",1238,"hypothetical protein CNAG_04954","null"
"2102","chr4",73079,74559,"-","CNAG_04955",379,"oxidoreductase","null"
"2103","chr4",75117,75679,"+","CNAG_04956",166,"high-affinity nicotinic acid transporter","null"
"2104","chr4",76003,77190,"-","CNAG_04957",324,"hypothetical protein CNAG_04957","null"
"2105","chr4",77471,79259,"-","CNAG_04958",483,"ubiquitin fusion degradation protein 1","null"
"2106","chr4",79580,81119,"+","CNAG_04959",413,"syntaxin 16","null"
"2107","chr4",81670,84590,"+","CNAG_04960",759,"hypothetical protein CNAG_04960","null"
"2108","chr4",85291,86259,"+","CNAG_04961",270,"orotidine 5\'-phosphate decarboxylase","URA3"
"2109","chr4",86807,90737,"-","CNAG_04962",1086,"hypothetical protein CNAG_04962","null"
"2110","chr4",93774,95312,"+","CNAG_04963",443,"hypothetical protein CNAG_04963","null"
"2114","chr4",106657,108392,"-","CNAG_04967",492,"hypothetical protein CNAG_04967","null"
"2115","chr4",109301,110977,"-","CNAG_04968",362,"hypothetical protein CNAG_04968","null"
"2116","chr4",111298,113644,"-","CNAG_04969",468,"UDP-glucose 6-dehydrogenase","UGD1"
"2117","chr4",115198,116444,"+","CNAG_04970",318,"hypothetical protein CNAG_04970","null"
"2119","chr4",119971,124219,"+","CNAG_04973",1050,"hypothetical protein CNAG_04973","null"
"2120","chr4",125166,126901,"-","CNAG_04974",560,"hypothetical protein CNAG_04974","null"
"2121","chr4",128250,128859,"-","CNAG_04975",173,"hypothetical protein CNAG_04975","null"
"2122","chr4",129485,131008,"-","CNAG_04976",459,"zuotin","null"
"2123","chr4",131315,131840,"+","CNAG_04977",120,"pre-mRNA branch site protein p14","null"
"2124","chr4",132387,133415,"+","CNAG_04978",293,"phytanoyl-CoA dioxygenase","null"
"2125","chr4",133919,135933,"-","CNAG_04979",504,"hypothetical protein CNAG_04979","null"
"2126","chr4",136263,137029,"-","CNAG_04980",135,"U6 snRNA-associated Sm-like protein LSm1","null"
"2127","chr4",139201,141774,"+","CNAG_04981",714,"catalase","CAT1"
"2128","chr4",142196,144358,"-","CNAG_04982",476,"cytosine-purine permease","FCY3"
"2129","chr4",145292,146296,"+","CNAG_04983",224,"hypothetical protein CNAG_04983","null"
"2130","chr4",147223,148932,"-","CNAG_04984",418,"pleiotropic drug resistance protein","PDR16"
"2131","chr4",149237,150063,"+","CNAG_04985",190,"nascent polypeptide-associated complex subunit alpha","null"
"2132","chr4",150860,151738,"-","CNAG_04986",125,"prefoldin subunit 1","null"
"2133","chr4",153003,155143,"-","CNAG_04987",615,"hypothetical protein CNAG_04987","null"
"2134","chr4",156768,159013,"-","CNAG_04988",601,"Gly-Xaa carboxypeptidase","null"
"2135","chr4",160924,162111,"+","CNAG_04989",305,"protein FRG1","null"
"2136","chr4",162169,163703,"-","CNAG_04990",460,"glutamate-5-semialdehyde dehydrogenase","PRO2"
"2137","chr4",167766,169664,"+","CNAG_04991",615,"hypothetical protein CNAG_04991","null"
"2138","chr4",171059,173815,"+","CNAG_04992",805,"hypothetical protein CNAG_04992","null"
"2139","chr4",175276,179103,"+","CNAG_04993",1076,"hypothetical protein CNAG_04993","null"
"2140","chr4",179241,179971,"-","CNAG_04994",171,"signal recognition particle subunit SRP14","null"
"2143","chr4",183939,185922,"-","CNAG_04997",549,"cytoplasmic protein","null"
"2144","chr4",186294,188701,"-","CNAG_04998",522,"hypothetical protein CNAG_04998","null"
"2145","chr4",189738,190549,"+","CNAG_04999",226,"hypothetical protein CNAG_04999","null"
"2146","chr4",190648,193513,"-","CNAG_05000",899,"hypothetical protein CNAG_05000","null"
"2147","chr4",193685,194793,"+","CNAG_05001",119,"hypothetical protein CNAG_05001","null"
"2148","chr4",195285,197331,"-","CNAG_05002",578,"hypothetical protein CNAG_05002","null"
"2149","chr4",197632,199238,"-","CNAG_05003",456,"hypothetical protein CNAG_05003","null"
"2150","chr4",200241,203291,"+","CNAG_05004",693,"GTP-binding protein LepA","null"
"2151","chr4",204147,207494,"-","CNAG_05005",988,"ULK/ULK protein kinase","null"
"2152","chr4",209226,211597,"+","CNAG_05006",755,"hypothetical protein CNAG_05006","null"
"2153","chr4",211671,213291,"-","CNAG_05007",453,"translation initiation factor eIF-2B subunit beta","null"
"2154","chr4",213563,214433,"+","CNAG_05008",176,"hypothetical protein CNAG_05008","null"
"2155","chr4",215088,216750,"+","CNAG_05009",369,"integral membrane protein","null"
"2156","chr4",219264,221565,"+","CNAG_05010",634,"hypothetical protein CNAG_05010","null"
"2157","chr4",221910,222605,"-","CNAG_05011",187,"iron donor protein CyaY","null"
"2158","chr4",224163,226019,"+","CNAG_05012",406,"hypothetical protein CNAG_05012","null"
"2159","chr4",226391,228877,"+","CNAG_05013",549,"RNP domain-containing protein","null"
"2160","chr4",230228,232722,"+","CNAG_05015",701,"catalase","CAT4"
"2161","chr4",233242,234788,"+","CNAG_05016",321,"hypothetical protein CNAG_05016","null"
"2162","chr4",235727,237978,"-","CNAG_05017",547,"GabA permease","null"
"2163","chr4",238465,239801,"-","CNAG_05018",342,"hypothetical protein CNAG_05018","null"
"2164","chr4",240125,242641,"+","CNAG_05019",678,"hypothetical protein CNAG_05019","null"
"2165","chr4",242769,244047,"-","CNAG_05020",358,"NAD-binding Rossmann fold oxidoreductase","null"
"2166","chr4",244634,245389,"-","CNAG_05021",231,"hypothetical protein CNAG_05021","null"
"2167","chr4",245893,246459,"+","CNAG_05022",141,"hypothetical protein CNAG_05022","null"
"2168","chr4",247031,247784,"-","CNAG_05023",213,"maltose O-acetyltransferase","CAS91"
"2169","chr4",248166,249303,"+","CNAG_05024",265,"L-xylulose reductase","null"
"2171","chr4",251303,253135,"+","CNAG_05025",537,"amine oxidase","null"
"2172","chr4",253643,254756,"-","CNAG_05026",251,"mango esterase","null"
"2173","chr4",255259,256931,"+","CNAG_05027",492,"monoamine oxidase","null"
"2174","chr4",257972,259288,"+","CNAG_05028",371,"cysteine synthase","null"
"2175","chr4",259414,261838,"-","CNAG_05029",630,"meiotic Sister-Chromatid recombination aldehyde dehydrogenase","null"
"2176","chr4",262339,263343,"+","CNAG_05030",297,"zinc finger protein 830","null"
"2177","chr4",263589,265510,"-","CNAG_05031",561,"3-oxoacid CoA-transferase","null"
"2178","chr4",266363,267757,"+","CNAG_05032",443,"hypothetical protein CNAG_05032","null"
"2179","chr4",268622,270124,"-","CNAG_05033",481,"hypothetical protein CNAG_05033","null"
"2180","chr4",270661,274242,"-","CNAG_05034",920,"ubiquitin-conjugating enzyme family protein","null"
"2181","chr4",274673,276436,"+","CNAG_05035",538,"ferredoxin-NADP reductase","null"
"2182","chr4",276736,278318,"-","CNAG_05036",364,"hypothetical protein CNAG_05036","null"
"2183","chr4",278579,279700,"-","CNAG_05037",322,"hypothetical protein CNAG_05037","null"
"2184","chr4",280365,281015,"-","CNAG_05038",189,"hypothetical protein CNAG_05038","null"
"2185","chr4",281409,283556,"+","CNAG_05039",679,"hypothetical protein CNAG_05039","null"
"2186","chr4",284094,284855,"+","CNAG_05040",214,"hypothetical protein CNAG_05040","null"
"2187","chr4",285064,285995,"-","CNAG_05041",235,"NADH-ubiquinone oxidoreductase subunit 8","null"
"2188","chr4",286205,288871,"-","CNAG_05042",759,"carnitine acetyltransferase","null"
"2189","chr4",290187,293185,"+","CNAG_05043",792,"hypothetical protein CNAG_05043","null"
"2190","chr4",293428,294289,"-","CNAG_05044",214,"hypothetical protein CNAG_05044","null"
"2191","chr4",294811,295830,"+","CNAG_05045",267,"hypothetical protein CNAG_05045","null"
"2192","chr4",295976,297690,"-","CNAG_05046",554,"hypothetical protein CNAG_05046","null"
"2195","chr4",303877,306784,"-","CNAG_05049",868,"hypothetical protein CNAG_05049","null"
"2196","chr4",307078,308444,"+","CNAG_05050",420,"ADP-ribosylation factor GTPase-activating protein 1","GCS2"
"2199","chr4",311904,313883,"+","CNAG_05053",569,"hypothetical protein CNAG_05053","null"
"2200","chr4",314520,315733,"+","CNAG_05055",324,"DNA/RNA-binding protein KIN17","null"
"2201","chr4",316251,318711,"+","CNAG_05056",686,"hypothetical protein CNAG_05056","null"
"2202","chr4",318929,319989,"-","CNAG_05057",273,"hypothetical protein CNAG_05057","null"
"2203","chr4",321106,322772,"-","CNAG_05058",532,"GTPase","null"
"2204","chr4",322999,324723,"+","CNAG_05059",397,"pyruvate dehydrogenase E1 component subunit beta","null"
"2205","chr4",325137,326384,"-","CNAG_05060",229,"hypothetical protein CNAG_05060","null"
"2206","chr4",327418,329481,"+","CNAG_05061",545,"hypothetical protein CNAG_05061","null"
"2207","chr4",330035,332667,"+","CNAG_05062",718,"hypothetical protein CNAG_05062","PUt2"
"2208","chr4",332951,337782,"-","CNAG_05063",1488,"STE/STE11/SSK protein kinase","SSK2"
"2209","chr4",338852,340830,"+","CNAG_05064",625,"hypothetical protein CNAG_05064","null"
"2210","chr4",341121,341829,"+","CNAG_05065",213,"hypothetical protein CNAG_05065","null"
"2211","chr4",342075,342968,"-","CNAG_05066",242,"hypothetical protein CNAG_05066","null"
"2212","chr4",343299,344709,"-","CNAG_05067",376,"hypothetical protein CNAG_05067","null"
"2213","chr4",345833,347042,"-","CNAG_05068",205,"GTP-binding protein ypt1","null"
"2214","chr4",347814,348535,"-","CNAG_05069",74,"ubiquinol-cytochrome c reductase subunit 10","null"
"2215","chr4",350591,355120,"-","CNAG_05070",1375,"sulfite reductase (NADPH) hemoprotein, beta-component","null"
"2216","chr4",356528,358336,"-","CNAG_05071",602,"sulfite reductase (NADPH) hemoprotein beta-component","null"
"2217","chr4",359287,361218,"-","CNAG_05072",482,"endopeptidase","null"
"2219","chr4",364960,368540,"-","CNAG_05074",997,"hypothetical protein CNAG_05074","null"
"2220","chr4",369285,371679,"-","CNAG_05075",591,"solute carrier family 20 (sodium-dependent phosphate transporter)","null"
"2221","chr4",372638,373673,"-","CNAG_05076",249,"hypothetical protein CNAG_05076","null"
"2222","chr4",374134,377443,"+","CNAG_05077",714,"glycosyl hydrolase","null"
"2223","chr4",379063,380909,"+","CNAG_05078",504,"tRNA \'-O-ribosylphosphate transferase","null"
"2224","chr4",381334,381640,"-","CNAG_05079",78,"hypothetical protein CNAG_05079","null"
"2225","chr4",386355,390351,"+","CNAG_05080",1023,"calcofluor white hypersensitive protein","null"
"2227","chr4",391776,393626,"-","CNAG_05081",480,"phosphodiesterase","PDE1"
"2228","chr4",394250,396327,"+","CNAG_05082",606,"translation initiation factor 2D","null"
"2229","chr4",396404,400195,"-","CNAG_05083",1092,"esterase/lipase","null"
"2230","chr4",400452,403535,"+","CNAG_05084",842,"phospholipase A-2-activating protein","null"
"2231","chr4",403754,404943,"-","CNAG_05085",361,"deoxyhypusine hydroxylase","null"
"2232","chr4",405635,406200,"+","CNAG_05086",142,"hypothetical protein CNAG_05086","URM1"
"2233","chr4",407849,409193,"+","CNAG_05087",374,"hypothetical protein CNAG_05087","null"
"2235","chr4",411967,413965,"-","CNAG_05089",648,"hypothetical protein CNAG_05089","null"
"2236","chr4",414783,416336,"+","CNAG_05090",391,"quinone oxidoreductase","null"
"2237","chr4",416609,417226,"+","CNAG_05091",205,"hypothetical protein CNAG_05091","null"
"2238","chr4",417487,417930,"-","CNAG_05092",93,"hypothetical protein CNAG_05092","null"
"2239","chr4",419046,420465,"+","CNAG_05093",456,"hypothetical protein CNAG_05093","null"
"2242","chr4",422145,423570,"+","CNAG_05095",364,"pod-specific dehydrogenase SAC25","null"
"2243","chr4",423624,425305,"-","CNAG_05096",509,"histone deacetylase 1/2","null"
"2244","chr4",425680,427043,"+","CNAG_05097",346,"YjeF family protein","null"
"2245","chr4",427113,428022,"-","CNAG_05098",268,"ubiquitin-like protein 5","HUB1"
"2246","chr4",429248,430030,"+","CNAG_05099",241,"hypothetical protein CNAG_05099","null"
"2247","chr4",430399,432252,"+","CNAG_05100",484,"ENTH domain-containing protein c","null"
"2248","chr4",432462,435681,"-","CNAG_05101",988,"U3 small nucleolar RNA-associated protein 12","null"
"2249","chr4",437396,440786,"-","CNAG_05102",899,"DNA repair protein Rad5","null"
"2250","chr4",441104,442232,"+","CNAG_05103",340,"transcription initiation factor TFIIF subunit beta","null"
"2251","chr4",442908,443950,"-","CNAG_05104",311,"CAMK protein kinase","null"
"2252","chr4",445008,447387,"-","CNAG_05105",634,"translation initiation factor 3 subunit L","LIV12"
